overview,tags1,tags2,tags3,tags4
"Dean Corso, zengin koleksiyoncular için eski ve çok değerli kitapları araştıran ve bulan bir araştırmacıdır. Yaptığı görev kültürel birikim, hüner ve çelik gibi sinirler gerektirmektedir. Corso, ünlü bir kitapsever olan Boris Balkan için Satanik ayinleri anlatan bir seri kitabın sonuncusunun peşine düşer. Rivayete göre bu kitap Karanlıklar Krallığının dokuz kapısını açacak bir el yazmasıdır. Geri kalan iki kopyası Avrupa’dadır. NewYork’tan Toledo’ya, Portekiz’den Paris’e giden yollarda Corso labirent gibi tuzaklarla, vahşi ve gizemli ölümlerle karşılaşır. Kendisini koruyan güçler yardımı ile kendisinden çok daha güçlü bir varlığa karşı adım adım yaklaşmaktadır. Zamanla asıl görevinin bir kitabı bulmaktan çok daha farklı olduğunu anlar", Gizem, Gerilim, Korku,
"Eric ve Andrew, evlatlık kızlarıyla Wen ile birlikte New Hampshire kırsalındaki ücra bir kulübede tatile çıkar. Onların hayatı, silahlı dört yabancı tarafından rehin alınmalarıyla bambaşka bir hal alır. Aileden, kıyametin önlenmesi için zorlu bir seçim yapması istenir. Dış dünya ile bağlantıları olmayana aile üyeleri, her şeylerini kaybetmeden önce zor bir karar vermek zorundadır", Gerilim, Gizem, Korku,
"1930'larda geçen Amsterdam, tanık oldukları cinayetin zanlısı haline gelen ve Amerikan tarihindeki en çirkin entrikalardan birini ortaya çıkaran üç arkadaşı takip ediyor", Gizem, Komedi, Dram,
"60’lı yıllarda Londra'da geçen filmde, Ronald ve Reginald Kray adlı ikiz kardeşler şehri hakimiyeti altına alan ünlü bir çete olan The Firm’ün liderleridir. Her geçen gün güçlerine güç katan ikiz gangsterler, daha fazla bölge ve paraya sahip olmaktadırlar. Ancak bu yükseliş Reggie'nin karısı Frances'in (Emily Browning) ortaya çıkmasıyla tehlikeye girecektir. Frances kocasını işi bırakması için ikna etmeye çalışınca ortaklıkları ve The Firm imparatorluğu yıkılmanın eşiğine gelir", Suç, Gerilim,,
"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban", Aksiyon, Dram, Gerilim,
"Elphaba ile Glinda, öğrenciyken tanışırlar. Muhteşem Oz Büyücüsü ile karşılaşmalarının ardından dostlukları ve hayatları çok farklı yollara sapar. Glinda’nın popülerliğe olan arzusu onu kışkırtır ve baştan çıkarırken, Elphaba’nın kendine sadık kalma kararlılığı, geleceği üzerinde şoke edici sonuçlar doğuracaktır. Oz’da yaşadıkları olağanüstü maceraları, sonunda “İyi Glinda” ve “Batı’nın Kötü Cadısı” olarak yazgılarını tamamlamalarını sağlar", Dram, Romantik, Bilim-Kurgu,
"Brooklyn'li genç bir seks işçisi olan Anora, oligarkın oğluyla tanışıp aniden evlendiğinde bir külkedisi hikayesini yaşama şansını yakalar. Haber Rusya'ya ulaştığında oligarkın ailesi evliliği iptal ettirmek için New York'a doğru yola çıkınca Anora'nın masalı tehlikeye girer", Romantik, Komedi, Dram,
"Üç hikâye. Yalnız bir denizci teknesinden düşer ve tropik bir adada kıyıya vurur. Kurtarılmayı beklerken, şakacı ve uyumlu, neredeyse çıplak bir kadın tarafından bulunur. Sıkıntı belirtilerini silmeye ve adada kalmaya karar verir. Onu ne beklemektedir? İkincisinde, bir ergen, parçalarını hatırladığı bir çocuk masalının sözlerini arıyor. Yolculuğu onu rüyalara, cinsel uyanışa ve Oedipal fanteziye götürür. Üçüncüsü, on dokuzuncu yüzyıl sonu Paris'inde varlıklı bir adam gece için bir fahişe kiralar. Kadın aynı zamanda kabare sanatçısıdır ve adamı odasına götürür. Soyulmak üzere olduğundan korkuyor. Onun sırrı ne", Dram, Romantik,,
"Babasının ölümünden sonra Eric Zimmerman, şirketinin şubelerini denetlemek için İspanya'ya gider. Madrid'de Judith'e aşık olur ve keşiflerle dolu yoğun, erotik bir ilişkiye başlarlar. Ancak Eric, sırrının ilişkilerini bitirebileceğinden korkmaktadır", Romantik, Dram,,
"Noah'nın annesi Ella, çok zengin William'a aşık olunca, ikili William ve oğlu Nick ile birlikte yaşamak için Amerika'dan Londra'ya taşınır. Oraya vardıklarında, 18 yaşındaki Noah kötü çocuk Nick ile tanışır ve ikisi arasında hemen bir çekim oluşur", Romantik, Dram,,
"Gerçek bir öyküden esinlenen, Tyler Perry imzalı bu dramada, ABD Kadın Kolordusu'nun siyahi kadınlardan oluşan tek taburu, II. Dünya Savaşı'nda denizaşırı imkânsız bir göreve çıkar", Dram,,,
"Erkek kardeşi bir motorcu çetesi tarafından bir soyguna alet edilen eski bir motokros şampiyonu, ailesini güvende tutmak için en derin korkularıyla yüzleşmek zorunda kalır", Aksiyon, Suç, Dram,
"İç Savaş, Amerika Birleşik Devletleri'nin çöküşün eşiğinde olduğu ve yerleşik gazetecilerin hayatlarının en büyük hikayesini anlatmak için yarıştığı yakın bir gelecekte geçiyor. Federal hükûmete karşı ayaklanan eyaletler tarafından oluşturulan silahlı ittifak Batı Güçleri, başkente saldırmak üzeredir. Bu süreçte dünyanın dört bir yanında vahşeti görüntüleyen savaş fotoğrafçısı Lee, içlerinde akıl hocalığını üstlendiği Jessie adında hevesli genç bir fotoğrafçının da bulunduğu küçük bir gazeteci grubu ile birlikte başkanla son bir röportaj yapma umuduyla Beyaz Saray’a gider", Aksiyon, Dram,,
"Château d'If ada hapishanesinde on dört yıl geçirdikten sonra cesur bir kaçış gerçekleştirmeyi başarır. Artık hayallerinin ötesinde zengin olan Monte Cristo Kontu kimliğine bürünür ve kendisine ihanet eden üç adamdan intikamını almak için harekete geçer",Aksiyon, Macera, Dram,
"Claire, öldürülen çocukluk arkadaşının babası tarafından, oğlunun ebedi istirahatgâhı olduğuna inandığı perili bozkırın araştırılmasına yardım etmesi için davet edilir",Korku, Gizem, Dram,
"Kardinal Lawrence, yeni bir Papa seçerek dünyanın en gizli ve kadim olaylarından birine liderlik etmekle görevlendirilir. Katolik Kilisesi'nin dünyanın dört bir yanından en güçlü liderleri bir araya toplanıp Vatikan salonlarında bir araya kilitlendiğinde, Lawrence kendisini bir komplonun ortasında bulur ve Kilise'nin temellerini sarsabilecek bir sırrı keşfeder",Gerilim, Dram,,
"Joker: Folie à Deux, Türkçe adıyla Joker: İkili Delilik, 2024 yapımı aksiyon, dram ve müzikal türünde bir devam filmi. Todd Phillips'in yönetmenliğinde çekilen film, 2019'da vizyona giren ve büyük başarı elde eden Joker filminin devamı niteliğinde. Başrolde yine Joaquin Phoenix, Arthur Fleck karakterine hayat veriyor. Ona Harley Quinn rolüyle Lady Gaga eşlik ediyor. Ayrıca Brendan Gleeson, Catherine Keener, Zazie Beetz ve Steve Coogan da önemli rollerde yer alıyor. Joker olarak kimliğine büründükten sonra Arthur'un, Arkham Akıl Hastanesi'nde yaşadığı süreç ve içsel mücadelesini merkeze alıyor. Bu zorlu dönemde Harley Quinn ile tanışması, ona hem romantik bir bağ hem de sanatsal bir keşif sunuyor.​ Film 4 Ekim 2024'te vizyona girdi ve IMDb puanı şu an 8.0 civarında. Yönetmenliğini Todd Phillips üstlenirken, senaryo Todd Phillips ve Scott Silver'a ait",Dram, Suç, Gerilim,
"Yeni Roma Şehri değişmek zorundadır. Dahi bir sanatçı olan Cesar Catilina; ütopik, idealist bir gelecek hayali kurmaktadır. Karşısında ise bitmek bilmeyen hırsı, çıkarları ve partisine düşkünlüğüyle bilinen Belediye Başkanı Franklyn Cicero vardır. Belediye Başkanı’nın kızı Julia Cicero ise ikisinin arasında kalmıştır. Cesar’a olan sevgisi ile inançlarına olan sadakati arasında seçim yapmak zorunda kalması, insanlığın nasıl bir gelecek hak ettiği konusunda bir seçim yapmasını gerektirir",Bilim-Kurgu, Dram,,
"Donanmanın en iyi pilotlarından biri olan Pete “Maverick” Mitchell, 30 yıllık hizmetten sonra ait olduğu yerde, cesur bir test pilotu olarak sınırları zorlar ve kendisini yere bağlayacak olan terfiden kaçar. Kendisini Top Gun mezunlarından oluşan bir müfrezeyi o güne kadar hiçbir pilotun görmediği özel bir görev için eğitirken bulur. Belirsiz bir gelecekle ve geçmişinden gelen anılarla karşı karşıya kalan Maverick, en büyük korkularıyla yüzleşmek ve büyük bir fedakarlık yapmasını gerektiren bir göreve gitmek zorunda kalır",Aksiyon, Dram,,
"Amerikalı fizikçi Julius Robert Oppenheimer'ın hayatına odaklanılan filmde, Julius Robert Oppenheimer’ın, İkinci Dünya Savaşı sırasında atom bombasının geliştirilme sürecindeki rolü gözler önüne seriliyor. Fizikçi Julius Robert Oppenheimer'a 2. Dünya Savaşı sırasında Manhattan Projesi'nin bilimsel liderliği verildiğinde, o ve eşi Kitty, Oppenheimer'ın çalışmasının sadece kendi hayatları üzerinde değil, tüm dünya üzerinde bu kadar etki edeceğini hayal edemezdi. Ancak ölümcül icadının Hiroşima ve Nagazaki'de kullanılacak olması, Oppenheimer'ın kendisini projeden uzaklaştırmasına neden olur. Savaş sona ermek üzereyken, Lewis Strauss'un ortak kurduğu ABD Atom Enerjisi Ajansı'nın danışmanı olan Robert Oppenheimer, nükleer enerjinin uluslararası kontrolüne ve nükleer silahlanma yarışına karşı olduğunu savunur ve bu nedenle ABD tarafından hedef haline gelir", Dram,,,
"Fransa'nın en meşhur soyguncularından Bruno Sulak'ın 1980'lerde yaşadığı gerçek olaylardan esinlenmiştir. Pek çok soygun düzenleyen ama şiddete başvurmayan Bruno, polis gözetiminden tekrar tekrar kaçıp her seferinde sevgilisi ve suç ortağı Annie ile buluşarak kamuoyunun dikkatini çekti ve hem Fransa'nın bir numaralı halk düşmanı hem de özgürlük sembolü hâline geldi",Aksiyon, Romantik, Dram,
"Fury, 1945 yılının Nisan ayında, İkinci Dünya Savaşı'nın son günlerinde geçiyor ve Komutan Wardaddy, topçu Boyd Swan, yükleyici Grady Travis, şoför Trini Garcia ve yardımcı şoför Norman'dan oluşan müfrezenin, 300 düşman askeriyle karşılaştığı ve tüm imkansızlıklarla savaşmak zorunda kaldığı 24 saati konu alıyor. Beş askerden oluşan küçük ekip, zırhlı tanklarıyla, Almanya'da savaşın ortasında kalır ve bu ekip bölgede kalan son Amerikan ordusu askerlerinden oluşur. Birlik az sayıda askerden oluşmasının yanı sıra cephane anlamında da bir hayli zor durumdadır. Gruba komuta eden Çavuş Wardaddy'nin Avrupa'nın tamamını yıkıma uğratan bu savaştaki son görevi, askerlerini Nazi birliklerinin kuşatması altında olan bu bölgeden sağ salim çıkarabilmektir",Dram, Aksiyon,,
"Isaiah Wright henüz bir yetişkin değildir. Liseden mezun olalı bir yıl olmasına rağmen geleceğiyle ilgili bir planı olmayan Isaiah'ı, hayatını daha iyi bir yola sokması için onu tek büyüten annesi ve başarılı bir iş insanı cesaretlendirir. Annesinin duaları ve yeni akıl hocasının İncil'e dayalı öğretileriyle Isaiah, Tanrı'nın onun için düşündüğünden çok daha iyi bir hayat planladığını fark eder. Yapımcılığını, büyük beğeni toplayan SAVAŞ ODASI'nın yaratıcılarından Kendrick Kardeşler'in üstlendiği YOLUN BAŞINDA, tanıdık yüzlerin ve ilham verici sürprizlerin olduğu inanç dolu bir film", Dram, Aile,,
"Joseon Hanedanlığı'nda biri efendi, diğeri köle olsa da birlikte büyümüş iki arkadaşın yolu, savaş sonrası rakip taraflarda iki düşman olarak tekrar kesişir",Aksiyon, Dram,,
"İlk filmdeki olayların üzerinden 30 yıldan daha uzun bir zaman geçmişken, Los Angeles Polis Departmanı'nda görev yapan Memur K, insanlığı büyük kargaşaya sürükleyecek ve hatta sonunu bile getirebilecek bir sırrı ortaya çıkarmıştır. Büyük bir felaketi önleyebilmek için Rick Deckard'ı bulup ondan bazı soruların yanıtlarını alması şarttır",Bilim-Kurgu, Dram,,
"Bütün yaşamları boyunca kötü bir ruh tarafından ele geçirilmiş bir ailenin ölüm kalım mücadelesini konu alan Never Let Go’nun başrolünde Oscar ödüllü Halley Berry yer alıyor. Yıllardır kötü bir ruhun musallat olduğu ailenin yaşadığı gizemli olayların hikayesi çocuklardan birinin kötülüğün gerçek olup olmadığını sorgulamasıyla birdenbire korkunç bir hal alır. Filmin yapımcılığını Arrival, Free Guy, Why Him? ve The Boogeyman’den hatırlayacağımız Dan Levine ile Dan Cohen üstleniyor. Crawl, The Hills Have Eyes, Piranha 3D ve High Tension filmlerinin yönetmeni Alexandre Aja ise yönetmen koltuğunda",Korku, Dram,,
"Jordan Belfort 24 yaşında genç ve hırslı bir adamdır. Para kazanma arzusuyla Wall Street borsasında önce komisyoncu ve ardından Stratton Oakmont adında bir yatırımcı firmasında zengin olmak için her şeyi yapmaya hazır bir CEO olur. 90’ların en hızlı günleridir ve New York işlem salonunda her şey olabilmektedir. Önemsiz tahvillerle birçok yatırımcıyı aldatarak Belfort kısa zamanda bir para makinasına ve aynı zamanda bir harcama makinasına dönüşür. Bir günde hesapları milyon dolarlarla doldururken o gece hepsini aynı hızda harcayabilir. Profesyonel hayatının yanı sıra uyuşturucu, fahişeler, son derece pahalı lüks fantezilerle dolu kirli bir oyunun içindedir. Bu karakterin hayatındaki her şey abartılı bir şekilde devam ederken çöküş ise çok uzakta değildir",Suç, Dram, Komedi,
"Genç Vito Corleone, Amerika'ya yeni gelmiştir. 1917 yılında, New York şehri'nin yerel mafyalarından birinin liderini öldürünce saygınlık kazanır ve korkulan biri haline gelir.Bu arada, 50 yıl sonra, Michael Corleone, Washington'da senato komitesine aile işleriyle ilgili ifade vermektedir.1972 yapımı ilk filmin devamı niteliğinde, yine yazar Mario Puzo ve yönetmen Francis Ford Coppola'nın yaratıcı ellerinden çıkmış usta işi bir yapım. Eleştirmenler tarafından, önceki filmden daha başarılı bulunan az sayıdaki devam filminden biri olarak kabul ediliyor",Dram, Suç,,
"Kaptan Amerika: İç Savaş'ta sansasyonel ilk çıkışını yapan genç bir Peter Parker/Örümcek Adam (Tom Holland), ağ atan süper kahraman olarak yeni keşfettiği kimliğinde gezinmeye başlar. Avengers ile olan deneyiminden heyecan duyan Peter, yeni akıl hocası Tony Stark'ın (Robert Downey Jr.) gözetimi altında May Halası (Marisa Tomei) ile birlikte yaşadığı eve döner. Peter, normal günlük rutinine geri dönmeye çalışır - kendini arkadaş canlısı komşunuz Örümcek Adam'dan daha fazlası olduğunu kanıtlama düşünceleriyle dikkati dağılmış olarak - ancak Vulture (Michael Keaton) yeni bir kötü adam olarak ortaya çıktığında, Peter'in en önemli gördüğü her şey değişecek ve tehdit edilecektir",Aksiyon, Macera, Bilim-Kurgu, Dram
"Eski bir New York'lu yazar olan Nick ve karısı havalı kız Amy. Beşinci evlilik yıl dönümlerinde Amy kaybolur ve evlilikleri bir gizeme dönüşür. Nick şüphe uyandırıcı davranışları yüzünden bir numaralı şüpheli olur. Amy, ölü ya da diri bulunmak üzere ilham arayışındaki dünyanın gözleri önünde medya çılgınlığının övülen malzemesi haline gelir. Nick ve Amy'nin bu romantik birlikteliği Amy'nin kaybolması ile simgesel bir Amerikalı suç hikayesine dönüşür. Amy'nin yok oluşu gizemli bir aynalı koridor haline gelir. Ortaya çıkan olaylar karışıklık ve şok etkisi yaratarak can alıcı soruları beraberinde getirir",Gizem, Gerilim, Dram,
"Film, birbirinden yapı olarak tamamen farklı iki aileyi konu ediniyor. Ki-taek ve ailesi komple işsizdir ve varoşlarda yaşamaktadırlar. Ki-taek’in oğlu Ki-woo, bir arkadaşının referansı ile çok zengin, bir o kadar da saf olan Park ailesinin kızına İngilizce için özel ders vermeye başlar. Ancak bu onlara yeterli gelmez ve maaile Park ailesinin evdeki çalışanlarının adım adım kuyusunu kazarak çeşitli üçkağıtçılıklarla kapağı Park ailesine atmayı başarırlar. Ancak fazla açgözlülükleri ve beleşçilikleri günün birinde başlarına bela olacaktır",Komedi, Gerilim, Dram,
"Depresyonla mücadele eden ve uykusuzluk çeken bir adam, Tyler Durden isimli tuhaf bir sabun tüccarıyla tanışır. Sıkışmış hayatlarından kaçış arayan iki adam, bir yeraltı dövüş kulübünde öfkelerini boşaltır. Araları, Marla isimli bir kadın Tyler’ın dikkatini çekince bozulur", Dram,,,
"Top Gun bir onur ödülüdür. Bunu elde etmek için bu alanda mücadele veren herkes heyecan içindedir. Pete Mitchell, yüksek düzeyde eğitim görmek üzere Miramar Donanma Hava Üssü’nde bulunmaktadır ve bu ödülün peşindedir. Aynı zamanda kıdemli pilot Tom Kasansky de bu yola baş koymuştur. İkisi arasında bir rekabet söz konusudur. Mitchell, diğer pilotlar tarafından çok sıcak karşılanan biri değildir çünkü vaktiyle babası, bir kazaya neden olur. O kazada da hem kendi ölür hem de birçok asker şehit olur. Mitchell bir süre sonra Charlotte Blackwood ile tanışır ve onunla aşk yaşamaya başlar. Arkadaşın ölüm haberinin etkisi ile Mitchell, Top Gun ödülünü kaybeder. Ruhsal sorunlar yaşamaya başlar. Gerçek ve kalıcı bir başarı için bir şansı vardır. Yeni görevinin üstesinden gelmek zorundadır",Aksiyon,Dram,,
"Amerikan Marşal'ı Teddy Daniels, (DiCaprio) Shutter Island’daki cani delilerin bulunduğu akıl hastanesine geldiğinde, rutin bir soruşturma şeytani bir nitelik kazanır. Soruşturma ilerledikçe, Teddy adaya dair çok daha şaşırtıcı ve çok daha korkutucu gerçeklerle karşılaşır ve bazı yerlerin insanın peşini hiç bırakmadığını öğrenir",Dram, Gerilim, Gizem,
"Yakın bir gelecekte, yeni bir dövüş sporu ortaya çıkmıştır. Bu, yaklaşık 2000 kiloluk dev robotların kıyasıya dövüştüğü bir boks maçıdır. Robotlar insanlar tarafından eğitilmektedir. Bu antrenörlerden biri de Charlie Kenton'dır",Aksiyon, Bilim-Kurgu, Dram,
"İflasın eşiğine gelen George Bailey (James Stewart) bir Noel gecesinde kendini nehre atarak intihar etmek üzeredir. Doğduğundan bu yana aynı küçük kasabada yaşayan Bailey kendisini buraya ve insanlarına adamış, hoşgörülü, güvenilir ve yardımsever bir insandır. Büyük bunalım'ı hasarsız atlatmış,babasından devraldığı konut ve finans şirketi aracılığı ile kasabalıların neredeyse tamamını konut sahibi yapmıştır. Bu arada para kazanmayı, mimar olma fırsatını,dünyayı gezmeyi, kısaca tüm hayallerini ertelemek zorunda kalmıştır. Kasabaya yaptığı bunca iyilik kötü yürekli banker Henry F. Potter (Lionel Barrymore)'ın çıkarları ile çakışır. Potter, Bailey'in sürekli peşindedir artık.Birgün aradığı fırsat çıkar ve Finans şirketine ait önemli bir miktarda para Bailey'in alkolik ve yaşlı amcası Billy Bailey (Thomas Mitchell)'in dalgınlığı sonucunda Potter'ın eline geçer. Banka müfettişlerinin yaptığı bir denetlemeden sonra şirketin açığı ortaya çıkar. Bu iflas ve tutuklanma anlamına gelmektedir",Dram, Aile, Bilim-Kurgu,
"Çocuk ve Balıkçıl, ergenlik döneminde olan bir gencin hikayesini konu ediyor. İkinci Dünya Savaşı sırasıda geçen filmde, küçük bir çocuk olan Mahito, annesini kaybetmesinin ardından taşrada yaşayan babasının yanına taşınmak zorunda kalır. Yeni hayatına alışmaya çalışan Mahito, günlerini terk edilmiş bir kulenin civarında oynayarak geçirir. Mahito oynamak için kuleye gittiğinde, sürekli gri bir balıkçıl kuşu ile karşılaşır. Ancak çok geçmeden hiçbir şeyin aslında göründüğü gibi olmadığını anlar", Animasyon, Bilim-Kurgu, Aile, Dram
"Herdmanlar kesinlikle dünyanın en kötü çocuklarıdır. Yalan söyler, hırsızlık ve zorbalık yaparlar. Şimdi de kasabanın Noel gösterisini gasp etmişlerdir. Grace, gösteriyi ilk kez yönetmektedir ama o ve ailesi boyundan büyük bir işe kalkışmıştır, özellikle Herdmanları kovmak isteyen bir kasabaya karşı. Fakat oyunun afacan yıldızları kasabaya Noel'in gerçek anlamını öğretebilirler",Komedi, Dram, Aile,
"Dre, Detroit'in en popüler çocuğu olabilecekten; annesinin kariyeri ikisini de Çin'e götürür. Dre başlangıçta arkadaş edinme konusunda zorluk çeker ama sınıf arkadaşı Mei Ying'e yakınlık hisseder –ve bu his karşılıklıdır— gel gelelim kültür farkı böyle bir arkadaşlığı olanaksız kılmaktadır. Daha da kötüsü, sınıfın kabadayısı olan Cheng, Dre'ye düşman olur. Dre yalnızca biraz karate bilmektedir; kung fu diyarında, Cheng “karateci çocuğu” kolayca yere yapıştırır", Aksiyon, Macera, Dram, Aile
"Çocukların hayal gücünün sınırı yoktur. Bunun en güzel kanıtı olarak iki çocuğun, hayatın tüm gerçeklerinden uzak, kendi aralarında oluşturdukları yeni bir dünyanın öyküsü Terabithia Köprüsü. Jesse, hayal dünyası oldukça kuvvetli ve gerçek üstü hikayelere de çok meraklı bir çocuktur. Sınıflarına yeni gelen Leslie’nin de kendisiyle benzer bir dünyayı paylaştığını anlaması ile ikili arasında keyifli bir arkadaşlık başlar. Oturduklara yere çok yakın olan bir ormanın içinde sadece kendilerinin bildiği ve görebildiği, içinde devler, troller ve daha bir dolu gizemin bulunduğu, Terabithia isminde bir dünya yaratırlar. Üstelik bu dünyada önemli bir konumları da vardır. Artık kral ve kraliçe olmuşlardır",Macera, Dram, Aile,
"Film, her çocuğun kafasından geçen, “Noel Baba onca hediyeyi bir gecede nasıl dağıtıyor?” sorusuna cevap veriyor: “Noel Baba’nın, Kuzey Kutbu’nun altındaki operasyon merkezi sayesinde.” Dünya çocuklarından birine hediye gönderilmesi unutulunca, Noel Baba ailesinin en küçük üyesi Arthur, Noel sabahından önce son hediyeyi vermek için göreve çıkıyor",Dram, Animasyon, Aile, Komedi
"Ailesini kaybeden bir erkek çocuk vahşi ormanın derinliklerinde bir ayı, bir siyah panter ve bir kurt sürüsü tarafından büyütülür. Bagheera, Mowgli’ye bu macerada akıl hocalığı yapacaktır. Canlı-aksiyon ve epik türündeki bu hikayede, kurtlar tarafından yetiştirilen Mowgli evi bildiği tek yeri terketmek zorunda kalınca, hem kendisini hem dış dünyayı keşfetmek için yeni bir arayışa çıkacaktır. Rudyard Kipling‘in klasik çocuk romanından uyarlanan filmin yönetmenliğini Jon Favreau sırtlarken uyarlama senaryo ise Justin Marks’a ait. Disney tarafından hayata geçirilen filmin orijinal seslendirme kadrosunda ise Ben Kingsley ve Neel Sethi isimleri başı çekerken kadroda onlara Scarlett Johansson, Idris Elba, Bill Murray, Christopher Walken, Lupita Nyong'o ve Giancarlo Esposito isimleri yer alıyor",Aile, Macera, Dram, Bilim-Kurgu
"Bir oğlanın ailesi kederinden Noel'i unutmuştur. Ancak Noel coşkusuyla dolu, neşeli bir kızla kurduğu beklenmedik dostluk çocuğun yeniden hayata tutunmasını sağlar", Bilim-Kurgu, Aile, Macera, Dram
"Babasının ölümünden sonra Daniel annesi ile Newark'tan New Jersey'e taşınmıştır. Kaldıkları yerde kibar Okinawalı Bay Miagi ile tanışacaktır. Okuldan yeni arkadaşı Ali Mills ile kumsalda gezerken onun eski erkek arkadaşı ve Cobra karate okulunun en iyi öğrencisi Johnny ile başını belaya sokar. Bu çekişme ile süregelen olaylar sonucunda bir gün Daniel Johnny ve onun karate okulu arkadaşları tarafından dövülürken Bay Miagi'nin onu kurtarmasına kadar giden bir süreci başlatır. Miagi ilk sefer Daniel'ın onun sensei olması isteğini reddedecektir. Fakat Johnny ve arkadaşlarının intikam isteği üzerine onun hocası olmayı kabul eder",Aksiyon, Dram, Aile,
"Daniel ve Bay Miagi'nin birlikte kazandıkları turnuvadan sonra, Daniel gelişen olaylarla Miagi'nin yanına taşınır. Bu sırada, Okinawa'dan Miagi'ye babasının hasta olduğuna dair bir mektup gelir. Miagi tek başına gitmek istese de Daniel kolej parasından harcayarak ona eşlik eder. Okinawa'ya vardıklarında, bir zamanlar Miagi'nin en iyi arkadaşı olan Sato tarafından kötü şekilde karşılanırlar. Miagi ve Sato Miagi'nin babasından beraber ders almışlar fakat aralarına bir aşk girdiği için birbirlerine düşman olmuşlardır Tomi Köyüne geldiklerinde ikiliyi Yukie ve onun yeğeni Kumiko karşılar. Miagi'nin babası son nefesinde iki öğrencisini barıştırmaya çalışır. Fakat Sato hocası ölür ölmez Miagi'ye kendisi ile yüzleşmesi için üç gün verir. Daniel'ın başına ise Sato'nun yeğeni ve en az onun kadar acımasız olan Chozen bela olur", Dram, Aksiyon, Romantik, Aile
"R.J. Palacio'nun romanından senaryolaştırılan filmde, Auggie Pullman yaşıtı diğer çocuklardan biraz farklıdır. Çünkü yüzünde ciddi bir deformasyon vardır. Auggie diğer çocuklarla sıradan bir okula giderek, sıradan bir çocuk olduğunu annesi Isabel ve babası Nate'in yardımıyla kanıtlamaya çalışır. Çünkü esas güzellik derinin altında, içeride saklıdır",Dram, Aile,,
"Bir profesör ile bir köpek arasındaki müthiş dostluğu konu edinen. 1987 yılında Hachiko Monogatari isimli Japon filmine konu olan gerçek olaylar bu defa Stephen P. Lindsay tarafından senaryolaştırılmıştır",Dram, Aile,,
"Üç beceriksiz fidyeci tarafından kaçırılan şirin bir bebeğin başından geçen komik olayları anlatan enfes bir komedi. Birilerinin bebekleri koruduğu kesin",Komedi, Macera, Aile,Dram
"Bir kızak köpeği olan Buck, Kaliforniya'daki hayatından koparılarak kızak çekmesi için Alaska'ya götürülür. Bir anda mutlu yuvasından ayrılıp hayatı tepetaklak olan Buck, Alaska'nın zorlu yaşamına uyum sağlamaya çalışır. Posta dağıtım işinin çaylağı olan Buck, gün geçtike bu dünyaya alışır. Onun bu vahşi hayata alışma sürecinde yaşadıkları, Buck'un kendisini keşfetmesini sağlayacaktır",Macera, Aile, Dram,
"Bu, dünya çapında yüz milyonlarca insana dokunan bir yavru köpeğin hikayesidir. Hachiko sevimli bir Çin pastoral köpeğidir. Büyük kalabalığın içinde kaderindeki sahibi Chen Jingxiu ile tanıştı ve Chen ailesinin bir üyesi oldu. Geçen zamanla birlikte, bir zamanların güzel evi artık orada değil, ancak Batong hala olduğu yerde bekliyor ve kaderi ailesine sıkı sıkıya bağlı",Dram, Aile,,
"Bir aile trajedisinin ardından kung fu dehası Li Fong, Pekin'deki evinden koparılır ve annesiyle birlikte New York'a taşınmak zorunda kalır. Yeni bir arkadaşının yardımına ihtiyacı olan Li, bir karate yarışmasına katılır ama yetenekleri tek başına yeterli değildir. Li'nin kung fu öğretmeni Bay Han, orijinal Karate Kid Daniel LaRusso'dan yardım ister ve Li dövüşmenin yeni bir yolunu öğrenerek iki stili birleştirerek dövüş sanatlarının en üst düzey karşılaşmasını gerçekleştirir",Aksiyon, Dram, Aile,
"Yaşamlarının kıymetini sadık bir köpek sayesine anlayan farklı insanların öyküsünü anlatan A Dog's Purpose, drama severleri memnun edecek gibi gözüküyor. W. Bruce Cameron’ın 2010 yılında yayınlanan aynı adlı romanından uyarlan filmin senaryosu Cathryn Michon tarafından kaleme alındı. İsveçli efsanevi sinemacı Lasse Hallström'ün yönetiği film, doknaklı konusuyla dikkat çekiyor", Macera, Bilim-Kurgu, Aile, Dram
"Ejderha ve Kaplan Dövüş Sanatı Ustaları asla hayır demez! Onlar setin isimsiz kahramanlarıdır; Dövüşmek, zıplamak ve hastaneye gitmek günlük rutinleridir. Bir zamanların ünlü ejderha ve kaplan dövüş sanatçısı Lao Luo bir gece fikrini değiştirmiştir. Artık yoksullaşmıştır ve çok sevdiği Red Hare adındaki atına çok bağımlıdır. Acımasız borç tahsildarı Dami Ge, çok sevdiği atını açık artırmada satmak için elinden almakla tehdit ettiğinde durum ciddileşir. Bu yüzden Luo, görüşmediği hukuk öğrencisi olan kızı Xiaobao ve onun nişanlısı avukat Naihua'dan isteksizce yardım almak zorunda kalır. Beklenmedik bir şekilde, Luo ve Red Hare, gerçek hayatta borç tahsildarlarıyla yaşadıkları kavganın viral hale gelmesiyle bir anda sosyal medya fenomeni olurlar. Böylece Luo'ya, zaten sona ermek üzere olan dublörlük kariyeri ile ailesi arasında bir seçim yapması için beklenmedik ikinci bir şans elde eder",Aksiyon, Komedi, Dram, Aile
